Image link,Tier,Name,Damage (Average),Projectile Image link
https://i.imgur.com/ALASUEd.png,ST,Archangel’s Judgement,60–75 (60)Projectile Speed: 15Acceleration: -122.5 tiles/sec2after 0.3 secondsMin. Speed: 1Rate of Fire: 85%,https://i.imgur.com/lpnZsap.gif
https://i.imgur.com/3196mu7.png,ST,Toxin Tooth,265-320 (292.5)Projectile Speed: 10Rate of fire: 70%,https://i.imgur.com/6btF9DN.png
https://i.imgur.com/ksib4rU.png,ST,Etherite Dagger,115–225 (170)Projectile Speed: 16Amplitude: 0.2Frequency: 0.2Rate of Fire: 110%,https://static.drips.pw/rotmg/wiki/Projectiles/Spooky%20Sparkle.png
https://i.imgur.com/TVwqh46.png,ST,Soulcursed Scythe,345-460 (402.5)Projectile Speed: 10Rate of fire: 40%When Invisble:  Shoot a powerful scytheChain Damage: 50 (Ignores defense of target)Blade Damage: 100-300 (200),https://i.imgur.com/sXTHdwp.png
https://i.imgur.com/i9BwK10.png,ST,Carved Golem Remains,155–170 (162.5)Rate of fire: 105%,https://i.imgur.com/FrerUUp.png
https://i.imgur.com/2Vj1EYP.png,ST,Symbiotic Ripper,115–170 (142.5)Projectile Speed: 7.5Rate of Fire: 125%-2 VIT,https://i.imgur.com/F01bCRZ.png
https://i.imgur.com/2lpXgkP.png,ST,Toxic Toad,750 (350 on impact)Throw Time: 0.5 secondsRate of Fire: 45%,https://i.imgur.com/oBFgrzu.png
https://i.imgur.com/gjdeusu.png,UT,Toy Knife,50Projectile Speed: 5Rate of Fire: 80%,https://i.imgur.com/68Qk2Ts.gif
https://i.imgur.com/wfYCM0G.png,UT,Sunshine Shiv,15-30 (22.5)Projectile Speed: 3Rate of Fire: 55%,https://i.imgur.com/zXcApH4.gif
https://i.imgur.com/jDclh2c.png,UT,Prismatic Slasher,10 (Total: 20)Projectile Speed: 10Amplitude: 1.5Frequency: 0.61Rate of Fire: 160%,https://i.imgur.com/TK94RRn.gif
https://i.imgur.com/NHXNRO3.png,UT,Dagger of the Terrible Talon,105-190 (147.5),https://i.imgur.com/8wCtEXG.png
https://i.imgur.com/RNM3kQj.png,UT,An Icicle,105-190 (147.5),https://i.imgur.com/04WiDJz.png
https://i.imgur.com/gUKhV7g.png,UT,Dagger of the Hasteful Rabbit,115-200 (157.5),https://i.imgur.com/ONN2jFE.png
https://i.imgur.com/yXNi8Za.png,UT,Dagger of the Amethyst Prism,115-200 (157.5),https://i.imgur.com/mVOE89E.gif
https://i.imgur.com/Kt8Py9z.png,UT,Frost Lich’s Finger,115-200 (157.5),https://i.imgur.com/iDiZja4.gif
https://i.imgur.com/cr1wkgC.png,UT,Aspirant’s Dagger,140-215 (177.5)Rate of Fire: 95%,https://i.imgur.com/HAfOlR2.png
https://i.imgur.com/XL4S8YJ.png,UT,Spatula Dagger,115-200 (157.5)Rate of Fire: 105%+2 VIT,https://i.imgur.com/f5q3SwH.png
https://i.imgur.com/LVeiPko.png,UT,Dagger of Eternal Chaos,115-200 (157.5)Rate of Fire: 105%+2 ATT,https://i.imgur.com/wdbYjhC.gif
https://i.imgur.com/pCpD2zA.png,UT,Chicken Leg of Doom,65-105 (85)Projectile Speed: 10Rate of Fire: 95%,https://i.imgur.com/MhS79Qc.png
https://i.imgur.com/iZ8gUF2.png,UT,Evergreen Dagger,140-230 (185)Projectile Speed: 5Acceleration: 20 (delay: 0.4)Speed Clamp: 20Burst Count: 3Burst Delay: 1.6Minimum Burst Delay: 0.8Rate of Fire: 130%,https://i.imgur.com/uCEFto1.gif
https://i.imgur.com/6IjEEln.png,UT,Reliable Pugio,125-220 (172.5),https://i.imgur.com/0fBMS0B.png
https://i.imgur.com/XOgX73v.png,UT,Rosebite Dagger,125-220 (172.5),https://i.imgur.com/Urvj4qf.png
https://i.imgur.com/d6G028L.png,UT,Throwing Knives,140–220 (180)+3 DEX,https://i.imgur.com/nYKtUTS.png
https://i.imgur.com/qsuvTUf.png,UT,Hero’s Dagger,125-220 (172.5),https://i.imgur.com/UDYW0aQ.png
https://i.imgur.com/WmEQ4b2.png,UT,Crescent Dagger,125-220 (172.5),https://i.imgur.com/dAK0B70.png
https://i.imgur.com/rVlbiyZ.png,UT,Phantasm Dirk,150–290 (220)Projectile Speed: 18Rate of Fire: 95%+6 WIS,https://i.imgur.com/6q4n1xS.png
https://i.imgur.com/ksib4rU.png,ST,Legacy Etherite Dagger,110–215 (162.5)Amplitude: 0.2Frequency: 0.2Rate of Fire: 110%,https://static.drips.pw/rotmg/wiki/Projectiles/Spooky%20Sparkle.png
https://i.imgur.com/Qkrv3By.png,ST,Maize Machete,155–170 (162.5)Rate of fire: 105%,https://i.imgur.com/U4qb0Ok.png
