Image link,Tier,Name,Damage (Average),Projectile Image link
https://i.imgur.com/wPdeWmT.png,UT,K.I.D.D. Force 2.0,120-150 (135)Projectile Speed: 5Amplitude: 1.3Frequency: 1.3Rate of Fire: 60%,https://i.imgur.com/7MRihVF.png
https://i.imgur.com/RUjImXp.png,UT,Staff of Adoration,55-100 (77.5),https://i.imgur.com/rCz8FT3.png
https://i.imgur.com/6GDdhQb.png,UT,Spirit Staff,35-70 (52.5)Projectile Speed: 16.5Amplitude: 0.7Frequency: 1.5Rate of Fire: 160%,https://i.imgur.com/siGDemc.png
https://i.imgur.com/YkPOOiY.png,UT,Oppressor’s Staff,95-145 (120)Projectile Speed: 5Shots pass through obstaclesAmplitude: 0.6Frequency: 1.5Rate of Fire: 75%,https://i.imgur.com/FtgyRqH.png
https://i.imgur.com/AyOQRFj.png,UT,Staff of Extreme Prejudice,80-95 (87.5)Projectile Speed: 11Amplitude: 0.15Rate of Fire: 40%,https://i.imgur.com/wBv4PcT.png
https://i.imgur.com/LBDSDfB.png,UT,Staff of Esben,60-90 (75)Projectile Speed: 16Shots hit multiple targetsAmplitude: 0.85Frequency: 0.75+3 SPD,https://i.imgur.com/q2B53RY.png
https://i.imgur.com/IFRn3wz.png,UT,Tezcacoatl’s Tail,170-200 (185)Projectile Speed: 22.5Ignores defense of targetAmplitude: 0.25Frequency: 1.5Rate of Fire: 33%,https://i.imgur.com/vnbO9OV.png
https://i.imgur.com/bPrC1gq.png,UT,Elder Heartwood Staff,55-100 (77.5)Projectile Speed: 16Shots hit multiple targetsAmplitude: 0.3Frequency: 1.25Rate of Fire: 160%+4 WIS,https://i.imgur.com/WEOSwlp.png
https://i.imgur.com/Gx4CCtY.png,UT,S.T.A.F.F.,130-220 (175)Projectile Speed: 6.5Acceleration: 33.3 (delay: 0.533)Speed Clamp: 22.5Amplitude: 0.6Frequency: 1Rate of Fire: 135%,https://i.imgur.com/WzzxZNz.png
https://i.imgur.com/2OlTVYj.png,UT,Foramite Staff,35-70 (52.5)Projectile Speed: 16.5Amplitude: 0.7Frequency: 1.5Rate of Fire: 160%,https://i.imgur.com/z7BO5lA.png
https://i.imgur.com/TaBAF5v.png,UT,Comet of Calamity,170-200 (185)Projectile Speed: 22.5Ignores defense of targetAmplitude: 0.25Frequency: 1.5Rate of Fire: 33%,https://i.imgur.com/SLfYW9H.png
https://i.imgur.com/LNBvq4L.png,UT,Bogwood Crook,Small: 75–115 (95)Large: 30–50 (40),https://i.imgur.com/8lLEhv7.png
https://i.imgur.com/GwByOIZ.png,UT,Torrential Staff,85-110 (97.5)Projectile Speed: 12Shots hit multiple targetsRate of Fire: 60%,https://i.imgur.com/vFwR6Hf.png
https://i.imgur.com/jhorqyo.png,UT,Jailer’s Scythe,Head: 130-200 (165)Rate of Fire: 60%Shots hit multiple targetsShots pass through obstaclesBody: 65-85 (75)Rate of Fire: 60%Shots hit multiple targetsIgnores defense of targetShots pass through obstacles,https://i.imgur.com/ilwCCBs.png
https://i.imgur.com/jsi1jrb.png,UT,Staff of Unholy Sacrifice,130-155 (142.5)Projectile Speed: 11.5Shots hit multiple targetsAmplitude: 0Rate of Fire: 55%Shoots Backwards,https://i.imgur.com/Tw07jN2.png
https://i.imgur.com/DRmL5tS.png,UT,Vigor,50-70 (60)Projectile Speed: 16.5Amplitude: 0.7Frequency: 1.5Rate of Fire: 160%,https://i.imgur.com/uI7RzfH.png
https://i.imgur.com/y0Svuxi.png,UT,Superior,45-75 (60)Projectile Speed: 15Amplitude: 0.5Frequency: 1.5,https://i.imgur.com/8usiDIq.png
https://i.imgur.com/bK8QaiO.png,UT,Mechanical Kogbold Limb,220-250 (235)Projectile Speed: 22.5Ignores defense of targetAmplitude: 0.25Frequency: 1.5Rate of Fire: 33%,https://i.imgur.com/fDzD57p.png
https://i.imgur.com/hFV5MVt.png,ST,The Phylactery,80-100 (90)Projectile Speed: 16Frequency: 1Rate of Fire: 80%+2 VIT,https://i.imgur.com/FdZ0YE4.png
https://i.imgur.com/laDuXga.png,ST,Nebular Rod,140-168 (154)Projectile Speed: 16Rate of Fire: 75%90–115 (102.5)Rate of Fire: 21% / 18%Shots pass through obstacles90–115 (102.5)Rate of Fire: 16% / 20%Shots pass through obstacles,https://i.imgur.com/XajG8ti.png
https://i.imgur.com/slxDs9i.png,ST,Edictum Praetoris,40-105 (72.5)Projectile Speed: 15Amplitude: 0.3Frequency: 1Rate of Fire: 75%,https://i.imgur.com/nC3ktrC.png
https://i.imgur.com/MhpbAMi.png,ST,Squaroid Staff,50-60 (55)Projectile Speed: 0Shots pass through obstaclesIgnores defense of targetAmplitude: 0.5Frequency: 0.5Acceleration: 1000 (delay: 0.3325)Speed Clamp: 15Rate of Fire: 150%,https://i.imgur.com/ZpjBmLf.png
https://i.imgur.com/eYQVX29.png,ST,Staff of Eruption,500-570 (535)Projectile Speed: 15Amplitude: 0.35Frequency: 1Rate of Fire: 25%,https://i.imgur.com/GXezTJn.png
https://i.imgur.com/JTRwMES.png,ST,Tideturner Trident,70-105 (87.5)Projectile Speed: 15Rate of Fire: 70%,https://i.imgur.com/I0ASw64.png
https://i.imgur.com/ZbS4u0i.png,ST,Shaman’s Staff,Thorn: 130-150 (140)Bolt: 100-120 (110)Projectile Speed: 6Amplitude: 0.25/1Frequency: 1/0.5Acceleration: 100/175,https://i.imgur.com/VMJZcR3.gif
https://i.imgur.com/WzJqBbb.png,ST,Corruption Tether,150-180 (170)Projectile Speed: 15Amplitude: 0.2Frequency: 1.5Acceleration: -100 (delay: 0.375),https://i.imgur.com/aTQg00u.png
https://i.imgur.com/uXyETVT.png,UT,KoalaPOW,40Projectile Speed: 11Amplitude: 0.15Rate of Fire: 40%,https://i.imgur.com/Jj4etDx.png
https://i.imgur.com/PZe6eoP.png,UT,Barely Attuned Magic Thingy,10-20 (15)Projectile Speed: 5Frequency: 1Rate of Fire: 30%,https://i.imgur.com/cMzBzuv.gif
https://i.imgur.com/ioMzoA7.png,UT,Anatis Staff,80-100 (90)Projectile Speed: 2.5Amplitude: 1Frequency: 1Rate of Fire: 25%,https://i.imgur.com/atfdi6u.png
https://i.imgur.com/u6sB85k.png,UT,Staff of the Saint,5-15 (10)Projectile Speed: 5Amplitude: 0.6Frequency: 2Rate of Fire: 150%Shots hit multiple targets,https://i.imgur.com/6op7uhW.gif
https://i.imgur.com/UvcxYUu.png,UT,Staff of Horrific Knowledge,55-100 (77.5),https://i.imgur.com/MEudbN8.gif
https://i.imgur.com/GB41h0Q.png,UT,Staff of Yuletide Carols,55-100 (77.5),https://i.imgur.com/v7Dg49y.gif
https://i.imgur.com/PnQ36Ax.png,UT,Staff of the Rising Sun,60-100 (80),https://i.imgur.com/ykUiv2a.png
https://i.imgur.com/w6IINCB.png,UT,Frosty’s Walking Stick,60-100 (80),https://i.imgur.com/RrGLQ24.gif
https://i.imgur.com/epMhbz9.png,UT,Aspirant’s Staff,65-100 (82.5)Projectile Speed: 18Amplitude: 0.35Frequency: 1.5,https://i.imgur.com/Qdp5vK8.png
https://i.imgur.com/cDNotYr.png,UT,Screwdriver Staff,60-100 (80)+2 VIT,https://i.imgur.com/2CtEzcY.png
https://i.imgur.com/YL6dsnZ.png,UT,Staff of Silver WIngs,60-100 (80)+2 ATT,https://i.imgur.com/3XyexGx.gif
https://i.imgur.com/GqcV9up.png,UT,Staff of Iceblast,80-95 (87.5)Projectile Speed: 11Amplitude: 0.15Rate of Fire: 40%,https://i.imgur.com/LdA1Ki2.png
https://i.imgur.com/5sZxjSW.png,UT,Sleigh Bell Staff,175-250 (212.5)Projectile Speed: 14Amplitude: 0.4Frequency: 2Burst Count: 4Burst Delay: 1.8Minimum Burst Delay: 0.8Ignores defense of targetRate of Fire: 150%,https://i.imgur.com/1w49ymq.png
https://i.imgur.com/a1c5N0r.png,UT,Deathmask Staff,65-110 (87.5),https://i.imgur.com/7dpnWoF.png
https://i.imgur.com/v7zpH2p.png,UT,Dreamcaster,80-110 (95)+5 WIS,https://i.imgur.com/iE2KqzZ.png
https://i.imgur.com/NRqSGMZ.png,UT,Blooming Bouquet,65-110 (87.5),https://i.imgur.com/HncjpIC.png
https://i.imgur.com/QpFRN4s.png,UT,Hero’s Staff,65-110 (87.5),https://i.imgur.com/sI5qECq.png
https://i.imgur.com/hA0lahJ.png,UT,Staff of the Eclipse,65-110 (87.5),https://i.imgur.com/vNRdAcF.png
https://i.imgur.com/iveqFIc.png,ST,Legacy Sentient Staff,"50-110 (80)Projectile Speed: 15Amplitude: 1.1Frequency: 1+10 HP, +5 MP, +10 WIS",https://i.imgur.com/amwpRZx.png
https://i.imgur.com/B9NH29Z.png,ST,Stygian Torch,80-100 (90)Projectile Speed: 16Frequency: 1Rate of Fire: 80%+2 VIT,https://i.imgur.com/2utrJwt.png
https://i.imgur.com/qTOdZNR.png,ST,Supernatural Staff,50-110 (80)Projectile Speed: 20Amplitude: 0.5Frequency: 0.48,https://i.imgur.com/rH0qYiG.png
https://i.imgur.com/xDhWKL5.png,ST,Gravekeeper’s Scythe,40–105 (72.5)Projectile Speed: 15Amplitude: 0.3Frequency: 1Rate of Fire: 75%,https://i.imgur.com/tktRNXD.png
https://i.imgur.com/VB6xaWB.png,ST,Cursed Harpoon,70-105 (87.5)Projectile Speed: 15Rate of Fire: 70%,https://i.imgur.com/ZzF98zL.png
