Image link,Tier,Name,Damage (Average),Projectile Image link
https://i.imgur.com/pRfKyoP.png,ST,Jagged Hatchet,245–260 (252.5)Projectile Speed: 15Bleedingon enemies for 3 seconds. (Bleed Damage: 100)Rate of Fire: 60%,https://i.imgur.com/QOlcvLH.png
https://i.imgur.com/ol4BPNH.png,ST,Dalvar’s Battle Axe,200–215 (207.5)Projectile Speed: 15Acceleration: -1000 tiles/second2after 0.2425 secondsMin Speed: 0 tiles/secondRate of Fire: 120%,https://i.imgur.com/Pve7rWv.png
https://i.imgur.com/oVPNkAu.png,UT,Doctor Swordsworth,40-70 (55)Projectile Speed: 0.7Shots are parametricShots pass through obstaclesRate of Fire: 33%,https://i.imgur.com/XAl0dLr.gif
https://i.imgur.com/ufDzpgt.png,UT,Unstable Anomaly,10-15 (12.5)Projectile Speed: 5Amplitude: 0.15Frequency: 2Rate of Fire: 25%,https://i.imgur.com/smqSBNQ.gif
https://i.imgur.com/Otvme3X.png,UT,Skull-splitter Sword,210-270 (240),https://i.imgur.com/JjulrRi.png
https://i.imgur.com/j2WIfTI.png,UT,Frostbite,210-270 (240),https://i.imgur.com/NG6OAb3.png
https://i.imgur.com/Vdgr2pJ.png,UT,Sword of the Rainbow’s End,20-40 (30)Projectile Speed: 8Wavy shotsRate of Fire: 150%,https://i.imgur.com/WSCmkQV.gif
https://i.imgur.com/ifos4qS.png,UT,Enchanted Ice Blade,195–225 (210),https://i.imgur.com/9LQBwbL.png
https://i.imgur.com/T4eSvw6.png,UT,Saint Nicolas’ Blade,220-275 (247.5),https://i.imgur.com/5Cypv3K.gif
https://i.imgur.com/qobXQ4N.png,UT,Silex’s Hammer,5-70 (37.5)Projectile Speed: 0.7Shots are parametricIgnores defense of targetShots pass through obstaclesRate of Fire: 33%,https://i.imgur.com/2jGPyer.png
https://i.imgur.com/aGBsoK8.png,UT,Aspirant’s Sword,210-255 (232.5)Rate of Fire: 110%,https://i.imgur.com/SIAdXcv.png
https://i.imgur.com/fuTh3br.png,UT,Hammer Sword,220-275 (247.5)+2 VIT,https://i.imgur.com/WvciAEs.png
https://i.imgur.com/JcofTqq.png,UT,Sword of the Unending Chaos,220-275 (247.5)+2 ATT,https://i.imgur.com/jFfgEjT.gif
https://i.imgur.com/y3rTci5.png,UT,Sword of Illumination,150-175 (162.5)Projectile Speed: 13,https://i.imgur.com/IgGnkwO.png
https://i.imgur.com/2Mf0o2d.png,UT,Cheerful Chipper,120-150 (135)Projectile Speed: 10Acceleration: -80 tiles/second2after 0.35 secondsMin Speed: 0 tiles/secondRate of Fire: 80%,https://i.imgur.com/deCEWzW.png
https://i.imgur.com/wLFf9lo.png,UT,Apocalypse Feather,15-45 (30)Projectile Speed: 7.5Amplitude: 0.5Frequency: 0.75Rate of Fire: 200%,https://i.imgur.com/hSMrm31.png
https://i.imgur.com/JWcSyKS.png,UT,Faithful Spatha,235-290 (262.5),https://i.imgur.com/zsyW1Cm.png
https://i.imgur.com/dJfN0a5.png,UT,Petal Strike Sword,235-290 (262.5),https://i.imgur.com/o8n2OvA.png
https://i.imgur.com/xjPehuo.png,UT,Hero’s Sword,235-290 (262.5),https://i.imgur.com/vwzlHS0.png
https://i.imgur.com/ZHZW7Qk.png,UT,Khopesh,235-290 (262.5),https://i.imgur.com/g8P5jg5.png
https://i.imgur.com/TgbVqOU.png,UT,Keychain Cutlass,20-475 (247.5)Wavy shots+50 MP+5 VIT+3 DEF,https://i.imgur.com/aNqmVpL.gif
https://i.imgur.com/XXYl9lv.png,UT,Eternal Echo,275-325 (300)Projectile Speed: 15Rate of Fire: 60%,https://i.imgur.com/Ah9tfbM.png
https://i.imgur.com/7ddJl4Q.png,ST,Sword of the Mad God,220-275 (247.5),https://i.imgur.com/z6rUhO4.png
https://i.imgur.com/VVSNQDB.png,ST,Legacy Pixie-Enchanted Sword,75-90 (82.5)Projectile Speed: 14,https://i.imgur.com/29OBsiD.png
https://i.imgur.com/LoEryUg.png,ST,Hellfire Broadsword,75-90 (82.5)Projectile Speed: 14,https://i.imgur.com/18r305Y.png
https://i.imgur.com/aMVQCXN.png,ST,Nutrient Rich Carrot Blade,125–150 (137.5)Amplitude: 0.85,https://i.imgur.com/s7ewz9E.png
https://i.imgur.com/pVG6ZSr.png,ST,Savage Claws,275–280 (277.5)Projectile Speed: 9Wavy shotsRate of Fire: 80%,https://i.imgur.com/7xFYOG1.png
https://i.imgur.com/KmWU7ke.png,ST,Eternal Graved Great Sword,350–400 (375)Rate of Fire: 60%,https://i.imgur.com/olyKfDP.png
